"Synechococcaceae"	381	516	430	457	500	418	225	409	544	438	572	571	471	747	321	954	682	685	1057	1439	420	439	386	463	353
"Tolypothrichaceae"	3	7	12	11	7	11	1	9	2	6	4	5	12	5	2	0	12	5	4	5	16	15	14	10	6
"Stigonemataceae"	0	0	0	2	0	3	2	1	5	5	9	0	2	3	0	4	0	0	0	0	0	0	0	2	0
"Amphipleuraceae"	2	1	0	3	3	1	1	6	8	3	2	4	3	2	3	6	2	5	7	13	3	3	13	10	2
"Anaulaceae"	1	2	0	1	0	3	0	12	18	6	11	2	1	3	2	4	2	1	7	22	1	5	7	4	2
"Attheyaceae"	6	17	3	18	10	6	12	21	10	14	23	16	7	8	13	58	5	11	69	87	25	30	32	30	11
"Bacillariaceae"	27	41	22	66	36	46	30	67	52	54	72	100	73	79	81	325	71	107	430	617	106	145	142	142	44
"Bathycoccaceae"	52	65	46	108	79	89	68	116	67	89	133	339	180	218	106	489	133	159	1015	1807	287	437	306	440	126
"Bryopsidaceae"	1	0	2	2	10	0	0	1	2	1	0	1	2	1	0	2	2	0	1	2	10	2	0	1	2
"Caulerpaceae"	0	1	1	1	1	1	0	3	4	0	0	0	4	3	8	1	0	2	0	6	0	0	0	8	2
"Chaetocerotaceae"	128	141	72	317	52	60	33	886	464	100	379	75	35	41	16	101	9	20	50	100	12	33	40	57	13
"Chlamydomonadaceae"	45	37	39	38	21	34	15	21	15	16	22	65	34	28	38	25	28	14	61	51	20	31	33	36	26
"Chlorellaceae"	36	43	29	26	24	18	14	16	85	30	38	45	24	13	22	17	24	18	27	49	20	15	16	26	26
"Chloropicaceae"	285	26	7	13	26	25	18	10	24	23	6	39	9	25	14	19	15	11	24	32	13	21	4	19	15
"Chroomonadaceae"	1	1	0	0	1	0	0	2	1	0	1	0	0	0	0	0	12	3	1	5	7	12	1	15	1
"Codiaceae"	0	1	0	0	4	2	0	2	1	0	1	3	0	2	2	2	3	1	6	2	1	3	1	0	1
"Coscinodiscaceae"	3	4	3	9	2	2	1	12	6	3	9	5	4	13	11	13	2	11	11	17	6	3	3	13	1
"Cryptomonadaceae"	1	1	0	0	2	2	0	0	0	0	1	1	0	4	1	2	0	0	1	5	2	0	0	1	1
"Cyanidiaceae"	20	18	24	12	16	14	12	17	5	8	44	19	11	12	9	8	13	6	14	27	13	16	12	12	27
"Cymatosiraceae"	0	2	0	8	4	3	2	13	2	4	4	5	2	4	0	12	2	4	10	17	5	7	9	5	4
"Desmidiaceae"	6	2	8	1	2	2	0	7	3	7	3	3	10	1	0	2	6	3	1	0	1	2	1	1	2
"Entomoneidaceae"	1	1	0	6	0	0	0	6	7	0	3	4	2	1	2	7	1	0	12	13	0	0	3	1	3
"Euglenaceae"	9	3	5	5	5	4	6	6	0	5	2	6	0	5	6	3	0	3	4	10	3	6	3	3	5
"Fragilariaceae"	2	3	3	7	4	3	4	9	3	4	12	2	7	4	4	13	3	7	19	29	13	18	10	16	6
"Geminigeraceae"	38	34	38	40	31	22	18	34	24	18	47	37	24	40	44	38	25	18	71	99	13	20	22	33	21
"Gomphonemataceae"	1	2	3	3	3	4	1	7	1	2	5	3	1	3	7	8	2	0	12	18	3	8	3	4	13
"Haematococcaceae"	4	6	5	0	0	0	0	0	0	1	0	0	0	16	19	0	2	1	4	7	1	0	0	1	1
"Hemiaulaceae"	6	8	9	21	13	11	7	44	17	10	22	11	8	9	2	31	9	11	43	83	21	50	19	20	3
"Hemidiscaceae"	1	1	0	1	2	0	1	4	5	4	5	5	1	1	1	4	1	0	8	9	0	0	1	2	2
"Histionidae"	3	0	0	0	1	0	0	0	5	3	1	11	3	7	5	1	4	0	0	2	0	1	0	2	1
"Hydrodictyaceae"	7	0	2	1	0	0	2	4	2	0	1	4	2	2	0	1	1	0	3	3	1	2	1	1	12
"Isochrysidaceae"	0	0	0	1	1	1	0	1	0	0	1	0	3	1	2	1	0	1	2	5	0	3	2	7	1
"Koliellaceae"	0	1	0	4	9	0	0	0	0	1	0	1	1	0	0	0	3	0	1	0	0	0	1	0	13
"Leptocylindraceae"	2	4	1	3	2	1	4	18	11	7	10	21	8	6	4	13	4	2	7	5	3	14	8	0	2
"Licmophoraceae"	0	1	0	0	0	1	0	3	2	1	2	2	0	1	1	0	0	0	4	4	2	2	1	2	1
"Mallomonadaceae"	3	1	0	0	0	0	1	2	2	0	2	2	1	2	1	0	0	1	3	5	0	9	1	1	1
"Mamiellaceae"	76	52	50	48	57	36	29	38	35	42	63	61	55	76	47	124	68	37	149	205	50	139	73	114	34
"Mesotaeniaceae"	1	1	1	0	0	1	0	0	1	4	6	2	0	0	0	0	0	0	2	2	0	1	0	0	2
"Monodopsidaceae"	76	35	21	24	25	18	9	23	24	29	22	24	20	21	34	36	27	26	95	110	21	38	35	47	28
"Naviculaceae"	3	2	4	5	9	4	3	15	5	5	10	8	4	6	36	11	5	1	35	50	6	22	15	16	5
"Noelaerhabdaceae"	51	75	30	49	33	39	21	36	62	59	124	179	101	150	18	44	65	50	88	143	9	31	16	23	18
"Ostreobiaceae"	4	1	4	1	1	1	4	0	11	9	5	23	4	7	6	1	5	0	3	0	1	0	0	2	4
"Palmellaceae"	0	0	0	0	0	0	0	0	2	0	1	2	1	1	0	0	1	1	2	0	0	0	0	1	1
"Paulinellidae"	6	0	2	4	4	5	4	6	4	4	14	7	9	9	5	1	15	2	3	4	16	5	1	1	1
"Phaeocystaceae"	19	17	33	64	54	51	34	31	38	37	24	36	23	44	36	82	20	41	422	597	92	206	172	265	79
"Phaeodactylaceae"	9	19	12	4	14	12	1	20	12	9	16	28	6	14	27	5	14	12	18	25	6	8	17	24	15
"Plagiogrammaceae"	8	1	3	3	1	3	1	7	6	5	9	13	4	4	7	3	0	1	11	10	3	8	5	2	5
"Pleurosigmataceae"	0	0	0	0	0	0	1	0	0	4	2	0	0	0	0	1	0	1	1	1	0	1	1	1	1
"Prasiolaceae"	1	3	0	1	1	2	1	6	0	0	1	4	3	0	0	0	5	0	0	4	0	4	0	0	3
"Pycnococcaceae"	0	0	0	0	0	1	3	6	13	1	3	3	6	6	1	10	13	59	16	24	4	3	13	2	3
"Pyramimonadaceae"	1	1	0	1	5	0	2	7	2	1	3	5	3	3	4	4	0	2	4	7	0	4	0	11	5
"Rhizosoleniaceae"	10	4	1	15	5	3	6	22	46	7	12	9	11	10	2	5	5	8	28	30	4	11	9	4	4
"Selenastraceae"	24	24	25	13	23	17	9	20	11	17	30	20	16	19	13	5	16	11	16	21	20	40	9	11	6
"Skeletonemataceae"	19	33	14	76	35	42	37	58	59	64	51	64	38	45	23	108	25	35	143	239	37	58	50	41	9
"Staurosiraceae"	0	3	0	2	0	1	0	9	6	0	11	1	7	2	0	5	1	2	6	12	1	2	1	0	2
"Stephanodiscaceae"	16	32	20	75	40	44	23	63	52	68	79	113	59	75	35	195	48	54	323	520	59	111	125	149	51
"Thalassiosiraceae"	46	74	44	123	89	117	47	145	136	115	150	150	98	135	66	298	65	96	559	814	107	212	201	233	78
"Thraustochytriaceae"	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	1	1	0	0	3	0	1	1	0	1
"Trebouxiaceae"	2	3	5	1	5	3	2	22	3	3	3	12	4	6	0	2	5	1	1	5	0	3	2	6	1
"Triceratiaceae"	0	3	3	3	3	3	2	9	1	1	1	2	4	0	1	4	0	5	17	14	0	1	0	6	1
"Triparmaceae"	13	18	12	28	25	24	14	27	21	31	30	47	27	34	20	70	11	57	140	198	18	40	20	58	13
"Ulnariaceae"	0	1	0	2	3	1	1	3	5	1	2	10	1	3	2	3	1	2	27	30	9	13	3	7	1
"Ulotrichaceae"	0	2	2	1	2	4	0	1	1	0	13	8	2	0	10	6	4	0	1	3	1	0	1	0	2
"Ulvaceae"	4	5	2	0	1	2	0	2	0	3	2	1	2	2	4	4	2	1	17	19	14	7	7	4	5
"Volvocaceae"	31	39	32	15	13	19	14	15	25	28	17	24	28	21	35	10	30	24	27	42	15	13	10	14	20
"Zygnemataceae"	3	2	0	2	1	7	6	12	9	3	6	7	5	2	1	4	6	0	1	1	0	2	4	3	1
"Chattonellaceae"	1	0	1	0	0	0	4	0	5	2	5	2	1	2	2	1	3	0	1	3	1	1	0	2	0
"Closteriaceae"	0	1	0	0	0	0	1	0	9	0	0	0	0	0	0	0	1	0	1	0	3	1	0	0	0
"Eunotiaceae"	0	0	0	0	0	0	0	4	8	1	7	0	3	0	0	4	1	0	13	11	1	2	4	2	0
"Glaucocystaceae"	2	1	0	1	2	0	1	6	0	0	0	0	0	0	1	1	2	1	1	2	2	1	0	0	0
"Golenkiniaceae"	0	2	0	0	0	0	0	0	1	0	0	2	1	0	5	0	0	1	0	3	11	0	0	0	0
"Halimedaceae"	2	1	16	0	7	1	4	2	13	3	3	5	1	3	8	1	3	1	2	5	14	3	7	4	0
"Hemiselmidaceae"	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	2	1	1	1	3	1	1	0
"Mychonastaceae"	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	4	3	3	0	1	0	0
"Oocystaceae"	2	0	1	0	1	0	1	0	1	0	1	1	0	3	3	0	1	0	2	3	3	2	0	1	0
"Pleurastraceae"	0	0	0	0	0	0	0	1	8	4	0	0	0	0	0	8	0	1	0	0	1	0	0	1	0
"Radiococcaceae"	1	0	0	0	1	1	3	1	0	0	0	17	0	3	0	2	0	0	3	0	29	1	0	0	0
"Scenedesmaceae"	0	0	0	3	0	0	0	4	0	1	0	2	5	0	3	1	0	0	3	3	3	4	0	0	0
"Sphaeropleaceae"	2	3	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0
"Toxariaceae"	1	1	0	1	1	3	1	5	3	0	3	2	2	3	2	6	1	0	6	11	1	4	3	8	0
"Acanthocerataceae"	4	4	1	8	0	2	1	16	9	2	15	7	1	1	0	3	1	1	3	9	0	0	3	1	0
"Bracteacoccaceae"	3	1	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	2	1	5	0	1	2	2	0
"Chaetophoraceae"	5	0	0	2	1	0	0	0	0	1	0	3	1	2	1	1	1	3	0	3	0	4	1	1	0
"Chromulinaceae"	0	1	4	1	0	0	1	1	0	0	0	3	0	10	0	0	0	1	2	1	0	1	2	0	0
"Cyanophoraceae"	2	3	0	1	4	1	2	7	5	1	2	0	7	1	0	6	9	1	0	2	0	3	2	0	0
"Dunaliellaceae"	2	0	0	4	1	4	0	2	3	0	1	1	0	1	6	0	3	1	1	6	0	1	0	3	0
"Eustigmataceae"	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	2	1	5	0	1	1	3	0
"Klebsormidiaceae"	2	1	0	6	1	16	3	1	18	15	27	1	1	1	0	0	10	1	1	0	0	0	0	0	0
"Pavlovaceae"	1	7	0	0	2	1	0	0	0	0	0	1	2	1	0	0	0	1	1	1	0	0	2	0	0
"Phacaceae"	2	0	3	0	0	1	0	7	1	0	1	5	8	0	0	1	1	1	2	2	0	3	0	1	0
"Prymnesiaceae"	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	7	1	0
"Sarcinofilaceae"	1	0	0	2	0	3	1	21	25	16	6	14	33	9	2	4	13	47	0	0	0	0	0	0	0
"Uronemataceae"	1	0	1	0	0	1	0	3	4	1	2	0	3	0	0	0	2	2	0	2	0	0	0	0	0
"Anomoeoneidaceae"	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	1	0	0	3	7	0	2	0	1	0
"Biddulphiaceae"	3	2	1	3	1	0	0	18	6	1	9	2	1	1	2	3	5	0	8	14	0	8	7	2	0
"Characeae"	0	1	2	1	0	0	1	2	1	0	0	0	0	0	0	1	1	0	1	1	0	5	0	1	0
"Chrysochromulinaceae"	0	1	0	1	1	0	0	2	4	8	0	0	1	3	1	1	0	0	5	1	0	0	0	0	0
"Lithodesmiaceae"	2	4	0	10	2	2	0	16	6	2	6	6	0	2	3	6	2	0	9	11	0	1	2	2	0
"Microthamniaceae"	0	1	2	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	2	2	0	0	1	0	0
"Nephroselmidaceae"	0	2	1	3	3	5	1	1	14	6	15	2	2	0	0	2	0	0	2	2	0	0	1	0	0
"Palmophyllaceae"	0	0	0	2	0	3	0	2	7	4	9	0	0	0	0	3	0	0	0	0	0	1	0	0	0
"Coleochaetaceae"	0	0	2	0	3	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"Gloeochaetaceae"	0	1	1	0	0	0	1	2	1	0	4	2	1	0	2	0	1	0	0	0	0	0	0	1	0
"Gonatozygaceae"	0	1	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	0
"Prasinococcaceae"	0	0	0	1	0	0	3	2	0	0	0	1	1	10	0	0	1	0	3	1	0	1	0	1	0
"Siphonocladaceae"	0	0	1	0	0	0	4	0	0	0	0	0	2	1	0	0	0	0	1	1	0	1	0	1	0
"Chlorocystidaceae"	0	0	1	0	0	0	0	0	0	1	0	5	1	5	0	0	0	0	0	0	0	0	0	2	0
"Chlorodendraceae"	0	0	1	2	0	0	0	0	1	0	14	7	0	0	4	0	1	0	1	1	0	1	0	1	0
"Microsporaceae"	1	0	1	0	1	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	1	2	0
"Vacuolariaceae"	0	1	0	0	1	0	0	1	0	3	0	0	2	2	2	0	0	0	4	1	0	0	0	0	0
"Chlorococcaceae"	1	1	0	2	2	2	0	0	19	2	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0
"Oedogoniaceae"	0	0	0	0	0	7	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"Monomastigaceae"	0	2	0	2	0	0	0	1	0	0	3	6	0	0	1	0	0	0	0	1	0	0	0	0	0
"Pedinomonadaceae"	1	0	1	0	0	0	0	0	1	1	2	2	0	0	9	0	0	0	3	1	0	13	0	0	0
"Heliopeltaceae"	0	1	4	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
"Pyrocystaceae"	0	0	0	0	0	0	3	0	0	0	0	0	4	1	6	0	0	1	0	0	0	0	0	0	0
"Mesodiniidae"	0	1	0	1	0	3	0	0	0	0	0	0	1	1	0	1	0	0	1	3	0	1	1	1	0
"Chromeraceae"	0	0	2	0	0	4	0	0	0	0	2	0	4	0	0	0	0	0	0	2	0	0	0	0	0
"Adinetidae"	0	0	0	0	4	3	0	0	0	8	0	1	1	0	1	0	2	1	0	2	0	0	1	1	2
"Apusomonadidae"	60	30	23	12	10	28	13	22	13	12	27	9	20	9	17	15	23	7	28	36	5	19	10	8	14
"Brachionidae"	0	1	6	1	5	1	0	1	3	0	8	4	3	0	4	2	0	2	5	1	1	1	2	2	13
"Cirratulidae"	0	0	0	1	2	1	0	0	1	0	0	2	1	2	1	1	0	1	2	4	1	1	2	2	1
"Collodictyonidae"	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1
"Collophidiidae"	1	1	1	0	1	0	0	2	0	0	0	0	0	0	1	2	0	0	3	7	2	3	0	3	3
"Collosphaeridae"	2	1	2	1	1	0	0	0	1	3	0	1	0	0	0	3	0	0	0	3	3	1	1	1	3
"Euplotidae"	2	4	0	2	1	2	4	1	0	5	2	18	1	7	1	2	0	0	5	5	3	3	1	1	1
"Fonticulaceae"	18	12	13	22	21	7	4	11	12	5	4	11	11	15	7	7	5	4	14	15	1	5	4	8	11
"Globorotaliidae"	0	0	0	3	3	0	1	3	1	0	0	0	3	4	1	0	3	3	8	8	1	2	3	2	2
"Gymnodiniaceae"	4	0	0	0	1	2	2	4	2	1	7	8	0	3	0	4	0	1	6	16	3	1	0	2	1
"Heterocapsaceae"	1	1	2	2	0	0	1	1	0	0	0	1	0	0	0	1	0	2	7	7	2	4	7	3	1
"Kareniaceae"	0	4	0	0	2	1	1	3	2	1	2	4	2	2	1	8	0	1	9	6	0	7	0	8	3
"Kryptoperidiniaceae"	0	1	1	4	2	0	0	7	1	2	4	4	3	4	1	5	1	2	8	15	3	5	4	5	2
"Metopidae"	0	0	1	2	0	0	0	0	1	0	3	1	0	1	0	0	3	1	1	8	0	2	1	3	2
"Oxytrichidae"	0	1	1	2	1	2	3	0	2	1	1	3	4	3	3	3	3	3	11	12	11	13	17	6	2
"Parameciidae"	51	43	22	31	29	37	30	55	67	53	48	42	86	27	43	28	64	40	50	65	129	48	33	53	26
"Perkinsidae"	11	7	1	10	12	9	5	16	10	5	5	11	7	7	5	6	16	7	9	12	5	5	3	11	10
"Prorocentraceae"	0	0	1	2	0	1	0	0	1	0	0	2	0	0	0	1	1	1	5	9	0	4	0	1	9
"Pyrenomonadaceae"	0	1	0	2	2	3	0	2	0	1	0	1	0	1	0	0	0	0	4	3	0	0	9	0	2
"Rotaliidae"	0	0	6	0	2	0	0	1	0	2	0	0	0	2	0	2	0	2	5	2	0	2	3	1	1
"Salpingoecidae"	45	23	35	45	27	24	27	22	34	33	28	28	43	35	28	22	36	20	34	45	15	20	25	26	22
"Sphaerozoidae"	14	20	36	84	64	57	29	55	28	52	26	26	10	7	11	151	4	2	66	159	38	71	73	86	25
"Sticholonchidae"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	2	5	0	2	0	0	1
"Symbiodiniaceae"	2	6	1	0	2	0	1	1	1	8	3	1	0	2	1	0	3	0	4	8	3	5	2	4	2
"Syndiniaceae"	0	0	1	2	0	0	0	0	0	1	1	1	1	0	2	4	1	2	3	8	2	4	0	4	1
"Tetrahymenidae"	46	36	21	52	23	54	20	45	95	58	98	43	71	42	274	31	60	27	51	77	63	72	55	89	38
"Vahlkampfiidae"	24	29	21	21	42	30	24	64	57	42	70	86	48	44	39	23	42	24	51	65	49	51	51	30	34
"Gonyaulacaceae"	23	8	5	6	2	1	0	1	0	2	1	0	0	0	1	2	0	0	1	3	4	1	2	0	0
"Hexamitidae"	3	9	0	8	4	6	0	9	1	1	6	7	0	8	14	10	4	3	8	4	2	5	2	1	0
"Polynoidae"	0	0	0	1	1	0	0	1	0	5	0	1	0	0	0	0	0	1	1	1	1	2	0	1	0
"Stephanoecidae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	2	1	0	0	2	0
"Strombidiidae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	1	1	2	0	0	0
"Suessiaceae"	0	1	0	0	0	0	0	0	0	2	0	0	1	2	1	10	0	0	3	7	2	8	2	1	0
"Amoebophryaceae"	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	2	1	0	5	0	0	0	1	0
"Diplonemidae"	0	3	1	1	4	1	0	1	1	1	1	1	0	1	0	3	4	3	3	8	0	5	1	1	0
"Ebriacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	5	0	4	1	0	0
"Pfiesteriaceae"	0	0	0	2	3	2	3	2	1	0	2	4	1	2	1	5	2	3	9	7	0	1	4	4	0
"Sagittidae"	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	2	0	1	0	1	0	0	0
"Terebellidae"	0	0	0	0	0	0	1	1	0	0	1	2	1	0	0	0	0	4	1	1	0	1	1	1	0
"Thaumatomastigidae"	2	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	3	0	0	1	0	0	0
"Protoperidiniaceae"	0	1	0	2	1	0	0	1	0	1	2	2	0	1	0	1	1	0	5	0	0	0	0	1	0
"Collozoidae"	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	4	0	1	0	1	0
"Jakobidae"	0	0	0	0	1	0	0	0	5	4	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0
"Asellidae"	0	1	0	1	2	1	0	1	0	0	1	0	0	1	0	6	0	2	0	0	0	0	1	0	1
"Calanidae"	0	1	1	4	0	1	2	1	1	3	3	5	4	2	2	20	3	2	6	17	5	5	2	4	3
"Eucalanidae"	1	2	1	2	2	1	2	2	2	2	3	11	5	3	1	6	2	1	3	2	0	1	1	1	2
"Metridinidae"	0	1	1	2	2	1	1	4	1	0	1	2	3	9	4	8	2	15	14	25	3	4	5	7	1
"Temoridae"	23	23	34	24	29	24	19	41	45	26	22	39	42	29	17	21	56	18	27	41	41	36	27	26	36
"Acartiidae"	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0
"Moinidae"	0	1	0	0	0	0	0	1	1	0	1	0	7	0	0	0	1	5	0	0	1	0	0	0	0
"Euphausiidae"	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	1	0	1	3	2	0	0	1	1	0
"Oithonidae"	0	2	1	0	1	1	0	0	0	0	0	2	1	0	3	1	1	1	2	4	0	0	0	1	0
"Cyclopettidae"	0	0	0	1	1	0	0	1	1	1	0	1	2	1	1	1	0	0	1	1	0	2	1	2	0
"Hydridae"	20	13	15	18	8	30	11	36	20	21	31	78	24	16	24	14	34	42	26	27	33	54	28	15	20
"Pelagiidae"	4	10	0	1	0	2	1	4	4	1	6	6	8	8	0	5	5	9	0	2	1	0	0	0	4
"Ulmaridae"	4	3	2	4	3	2	0	2	1	1	0	3	1	3	1	4	2	3	2	4	1	2	1	1	2
"Cyaneidae"	2	5	1	2	0	0	0	0	1	1	1	2	1	5	0	3	3	4	2	2	0	0	0	0	0
"Eirenidae"	0	0	0	0	0	1	0	2	1	1	1	1	10	1	1	0	6	2	0	0	0	0	0	0	0
"Octopodidae"	46	51	28	29	34	42	19	42	97	62	95	38	86	32	39	37	67	43	58	70	32	64	18	42	42
"Acipenseridae"	57	50	44	56	43	44	40	77	108	53	77	68	60	40	64	43	74	43	62	75	54	59	98	46	41
"Anarhichadidae"	48	32	27	39	38	24	20	31	43	34	60	46	34	32	38	42	43	20	46	57	32	66	29	31	50
"Anguillidae"	56	41	39	34	44	29	23	27	21	31	38	42	31	19	47	47	74	30	49	44	65	49	69	57	46
"Apogonidae"	1980	584	435	439	534	491	263	724	815	622	626	604	767	554	528	410	700	360	649	801	575	666	538	551	491
"Batrachoididae"	418	332	274	243	334	311	185	346	436	355	427	422	422	243	311	223	371	242	405	487	344	393	367	321	318
"Blenniidae"	503	343	290	296	346	264	219	384	438	421	423	437	440	284	343	235	319	227	365	525	371	391	271	342	272
"Bovichtidae"	778	319	234	213	266	289	157	381	470	287	364	380	465	309	349	211	403	218	318	432	251	298	266	315	228
"Carangidae"	475	317	330	297	399	337	183	446	549	350	378	355	496	345	411	282	471	202	405	521	304	410	346	355	271
"Channichthyidae"	427	369	253	278	321	321	167	417	589	370	452	505	446	289	350	266	461	240	421	528	396	424	327	379	291
"Clupeidae"	41	54	57	141	127	165	73	248	187	264	176	316	106	99	35	233	125	102	55	69	50	35	28	61	50
"Cyclopteridae"	30	32	31	18	32	21	27	21	43	47	81	27	49	45	35	27	26	10	30	49	24	26	36	29	31
"Fundulidae"	54	41	31	21	31	35	21	32	60	36	39	39	31	35	20	24	70	15	38	39	33	41	66	17	25
"Gadidae"	572	486	322	446	414	390	233	535	587	475	447	749	691	661	541	1500	580	650	3016	3522	1059	1513	1935	1304	366
"Gasterosteidae"	69	70	62	56	71	54	37	64	66	75	56	89	48	62	51	70	69	52	81	118	49	85	44	62	45
"Gobiidae"	49	66	47	50	58	65	19	53	56	53	48	57	49	45	36	30	92	25	60	67	52	53	36	51	37
"Holocentridae"	862	621	439	667	693	611	351	743	676	606	788	781	665	572	524	770	694	626	1758	2455	768	1212	911	990	509
